ID ClusterSize NResp Trt Dataset
19 2 0 C 355
20 7 1 D 355
21 2 1 A 355
22 4 1 B 355
23 6 0 C 355
24 8 1 D 355
25 7 1 A 355
26 4 0 B 355
27 7 2 C 355
28 4 1 D 355
29 6 4 A 355
30 7 1 B 355
31 4 0 C 355
32 6 1 D 355
33 3 1 A 355
34 3 1 B 355
35 4 1 C 355
36 8 0 D 355
37 3 0 A 355
38 2 1 B 355
39 6 0 C 355
40 7 0 D 355
41 8 8 A 355
42 6 2 B 355
43 5 2 C 355
44 6 0 D 355
45 7 1 A 355
46 9 0 B 355
47 6 0 C 355
48 4 0 D 355
49 5 1 A 355
50 6 2 B 355
51 6 1 C 355
52 7 1 D 355
53 6 6 A 355
54 7 1 B 355
55 4 1 C 355
56 5 1 D 355
57 5 0 A 355
58 6 0 B 355
59 6 0 C 355
60 7 1 D 355
61 3 3 A 355
62 3 0 B 355
63 6 0 C 355
64 2 0 D 355
65 3 1 A 355
66 4 4 B 355
67 10 0 C 355
68 8 1 D 355
69 5 2 A 355
70 6 0 B 355
71 5 0 C 355
72 6 0 D 355
73 6 6 A 355
74 6 2 B 355
75 5 0 C 355
76 9 0 D 355
77 5 3 A 355
78 4 3 B 355
79 6 0 C 355
80 8 0 D 355
81 9 1 A 355
82 2 0 B 355
83 5 0 C 355
84 7 0 D 355
85 3 1 A 355
86 5 2 B 355
87 6 1 C 355
88 8 1 D 355
89 3 3 A 355
90 6 3 B 355
91 2 0 C 355
92 6 0 D 355
93 5 5 A 355
94 10 0 B 355
95 6 2 C 355
96 5 1 D 355
97 4 0 A 355
98 3 0 B 355
99 9 0 C 355
100 9 0 D 355
1 2 1 A 356
2 2 0 B 356
3 5 0 C 356
4 10 1 D 356
5 5 2 A 356
6 6 0 B 356
7 8 0 C 356
8 10 0 D 356
9 10 10 A 356
10 7 3 B 356
11 9 1 C 356
12 5 2 D 356
13 2 0 A 356
14 5 0 B 356
15 9 1 C 356
16 4 1 D 356
17 9 9 A 356
18 6 0 B 356
19 4 1 C 356
20 5 1 D 356
21 8 8 A 356
22 10 0 B 356
23 3 1 C 356
24 2 0 D 356
25 6 2 A 356
26 2 2 B 356
27 5 2 C 356
28 5 2 D 356
29 3 2 A 356
30 5 2 B 356
31 3 0 C 356
32 6 0 D 356
33 8 4 A 356
34 4 3 B 356
35 6 1 C 356
36 7 1 D 356
37 8 8 A 356
38 2 0 B 356
39 5 1 C 356
40 5 0 D 356
41 7 7 A 356
42 3 0 B 356
43 4 1 C 356
44 3 1 D 356
45 8 6 A 356
46 7 4 B 356
47 6 1 C 356
48 7 3 D 356
49 7 3 A 356
50 6 0 B 356
51 7 0 C 356
52 5 1 D 356
53 6 2 A 356
54 3 2 B 356
55 7 0 C 356
56 5 0 D 356
57 6 6 A 356
58 5 0 B 356
59 4 1 C 356
60 9 0 D 356
61 4 1 A 356
62 8 7 B 356
63 4 2 C 356
64 6 0 D 356
65 7 7 A 356
66 5 2 B 356
67 5 0 C 356
68 5 1 D 356
69 3 3 A 356
70 5 0 B 356
71 4 2 C 356
72 6 0 D 356
73 5 3 A 356
74 3 0 B 356
75 7 1 C 356
76 5 0 D 356
77 5 0 A 356
78 4 1 B 356
79 3 0 C 356
80 3 0 D 356
81 5 5 A 356
82 5 4 B 356
83 2 0 C 356
84 6 0 D 356
85 4 4 A 356
86 6 0 B 356
87 2 0 C 356
88 5 1 D 356
89 5 3 A 356
90 3 0 B 356
91 5 1 C 356
92 6 0 D 356
93 3 2 A 356
94 4 0 B 356
95 7 3 C 356
96 5 0 D 356
97 9 9 A 356
98 2 2 B 356
99 4 0 C 356
100 6 1 D 356
1 5 3 A 357
2 4 0 B 357
3 2 0 C 357
4 7 0 D 357
5 10 1 A 357
6 4 1 B 357
7 6 0 C 357
8 7 1 D 357
9 5 1 A 357
10 4 0 B 357
11 7 1 C 357
12 4 0 D 357
13 8 7 A 357
14 6 2 B 357
15 3 1 C 357
16 5 0 D 357
17 7 1 A 357
18 5 1 B 357
19 7 1 C 357
20 7 0 D 357
21 7 7 A 357
22 7 4 B 357
23 7 0 C 357
24 7 3 D 357
25 2 2 A 357
26 5 2 B 357
27 2 0 C 357
28 8 1 D 357
29 2 2 A 357
30 5 1 B 357
31 10 1 C 357
32 3 0 D 357
33 5 5 A 357
34 7 3 B 357
35 7 2 C 357
36 9 0 D 357
37 7 1 A 357
38 9 2 B 357
39 2 1 C 357
40 8 1 D 357
41 7 7 A 357
42 5 2 B 357
43 4 2 C 357
44 9 0 D 357
45 7 3 A 357
46 3 1 B 357
47 7 2 C 357
48 4 0 D 357
49 8 0 A 357
50 6 3 B 357
51 7 0 C 357
52 5 1 D 357
53 6 5 A 357
54 5 2 B 357
55 9 1 C 357
56 7 0 D 357
57 3 3 A 357
58 5 3 B 357
59 7 0 C 357
60 6 0 D 357
61 2 0 A 357
62 5 4 B 357
63 3 0 C 357
64 4 1 D 357
65 7 0 A 357
66 7 1 B 357
67 4 1 C 357
68 5 0 D 357
69 5 3 A 357
70 7 5 B 357
71 6 2 C 357
72 3 1 D 357
73 6 6 A 357
74 2 0 B 357
75 3 0 C 357
76 7 0 D 357
77 4 2 A 357
78 5 1 B 357
79 5 1 C 357
80 3 1 D 357
81 3 0 A 357
82 5 0 B 357
83 6 1 C 357
84 7 1 D 357
85 6 6 A 357
86 2 0 B 357
87 5 1 C 357
88 6 0 D 357
89 9 3 A 357
90 7 1 B 357
91 5 1 C 357
92 5 0 D 357
93 3 2 A 357
94 6 0 B 357
95 6 1 C 357
96 5 0 D 357
97 5 4 A 357
98 7 3 B 357
99 5 1 C 357
100 9 0 D 357
1 4 0 A 358
2 8 5 B 358
3 6 3 C 358
4 9 1 D 358
5 9 2 A 358
6 5 1 B 358
7 8 2 C 358
8 3 1 D 358
9 9 2 A 358
10 6 0 B 358
11 3 1 C 358
12 6 2 D 358
13 5 3 A 358
14 7 3 B 358
15 7 1 C 358
16 7 1 D 358
17 2 2 A 358
18 8 6 B 358
19 2 1 C 358
20 9 0 D 358
21 9 9 A 358
22 8 1 B 358
23 4 0 C 358
24 8 0 D 358
25 10 4 A 358
26 3 1 B 358
27 4 1 C 358
28 6 0 D 358
29 6 0 A 358
30 8 1 B 358
31 5 0 C 358
32 4 0 D 358
33 7 2 A 358
34 5 2 B 358
35 6 1 C 358
36 4 0 D 358
37 5 3 A 358
38 4 0 B 358
39 2 0 C 358
40 8 0 D 358
41 8 6 A 358
42 7 1 B 358
43 7 0 C 358
44 7 0 D 358
45 7 7 A 358
46 3 0 B 358
47 3 0 C 358
48 9 0 D 358
49 4 0 A 358
50 7 0 B 358
51 7 1 C 358
52 4 0 D 358
53 2 0 A 358
54 5 0 B 358
55 4 1 C 358
56 6 0 D 358
57 4 0 A 358
58 7 0 B 358
59 4 2 C 358
60 7 2 D 358
61 2 0 A 358
62 6 3 B 358
63 4 1 C 358
64 5 0 D 358
65 3 0 A 358
66 2 2 B 358
67 4 2 C 358
68 4 0 D 358
69 6 6 A 358
70 5 2 B 358
71 10 5 C 358
72 3 0 D 358
73 6 3 A 358
74 5 3 B 358
75 4 0 C 358
76 6 0 D 358
77 5 0 A 358
78 8 2 B 358
79 8 2 C 358
80 5 0 D 358
81 9 1 A 358
82 2 2 B 358
83 6 1 C 358
84 4 0 D 358
85 6 0 A 358
86 6 5 B 358
87 4 2 C 358
88 2 0 D 358
89 6 0 A 358
90 6 0 B 358
91 7 0 C 358
92 3 1 D 358
93 3 2 A 358
94 6 5 B 358
95 4 0 C 358
96 7 1 D 358
97 2 2 A 358
98 4 1 B 358
99 4 1 C 358
100 4 0 D 358
1 7 0 A 359
2 8 5 B 359
3 7 3 C 359
4 7 0 D 359
5 8 8 A 359
6 9 3 B 359
7 5 1 C 359
8 2 0 D 359
9 6 2 A 359
10 7 5 B 359
11 2 1 C 359
12 5 0 D 359
13 7 7 A 359
14 4 0 B 359
15 6 1 C 359
16 2 0 D 359
17 4 4 A 359
18 7 5 B 359
19 5 0 C 359
20 6 0 D 359
21 3 3 A 359
22 5 1 B 359
23 7 0 C 359
24 4 0 D 359
25 6 6 A 359
26 5 1 B 359
27 9 0 C 359
28 7 0 D 359
29 4 0 A 359
30 4 1 B 359
31 6 0 C 359
32 5 0 D 359
33 3 2 A 359
34 5 0 B 359
35 6 1 C 359
36 8 0 D 359
37 6 4 A 359
38 9 6 B 359
39 2 1 C 359
40 4 0 D 359
41 8 1 A 359
42 3 0 B 359
43 7 2 C 359
44 5 0 D 359
45 7 4 A 359
46 2 0 B 359
47 2 0 C 359
48 6 1 D 359
49 7 1 A 359
50 4 2 B 359
51 9 1 C 359
52 7 0 D 359
53 7 6 A 359
54 3 0 B 359
55 7 6 C 359
56 6 1 D 359
57 6 0 A 359
58 5 2 B 359
59 7 0 C 359
60 4 0 D 359
61 2 1 A 359
62 8 2 B 359
63 6 0 C 359
64 10 0 D 359
65 7 7 A 359
66 10 0 B 359
67 7 0 C 359
68 5 0 D 359
69 3 3 A 359
70 6 0 B 359
71 3 1 C 359
72 4 0 D 359
73 5 3 A 359
74 8 3 B 359
75 9 3 C 359
76 4 0 D 359
77 4 2 A 359
78 9 7 B 359
79 8 2 C 359
80 4 0 D 359
81 6 0 A 359
82 7 1 B 359
83 4 0 C 359
84 8 0 D 359
85 3 1 A 359
86 6 0 B 359
87 6 0 C 359
88 6 1 D 359
89 5 4 A 359
90 5 3 B 359
91 3 0 C 359
92 4 1 D 359
93 8 0 A 359
94 7 3 B 359
95 5 0 C 359
96 8 2 D 359
97 9 0 A 359
98 3 2 B 359
99 7 0 C 359
100 7 2 D 359
1 3 3 A 360
2 7 3 B 360
3 4 2 C 360
4 8 1 D 360
5 5 5 A 360
6 6 1 B 360
7 10 5 C 360
8 10 3 D 360
9 4 1 A 360
10 5 0 B 360
11 3 0 C 360
12 7 1 D 360
13 3 1 A 360
14 9 2 B 360
15 10 0 C 360
16 5 0 D 360
17 4 4 A 360
18 3 0 B 360
19 3 1 C 360
20 10 0 D 360
21 7 1 A 360
22 8 0 B 360
23 5 1 C 360
24 5 0 D 360
25 3 3 A 360
26 3 0 B 360
27 8 0 C 360
28 5 1 D 360
29 6 0 A 360
30 4 0 B 360
31 8 3 C 360
32 6 1 D 360
33 4 3 A 360
34 10 0 B 360
35 7 0 C 360
36 4 0 D 360
37 8 4 A 360
38 6 0 B 360
39 5 2 C 360
40 4 0 D 360
41 5 5 A 360
42 4 2 B 360
43 8 0 C 360
44 9 0 D 360
45 5 4 A 360
46 9 3 B 360
47 10 1 C 360
48 8 0 D 360
49 7 3 A 360
50 4 1 B 360
51 2 1 C 360
52 4 0 D 360
53 3 3 A 360
54 5 4 B 360
55 5 0 C 360
56 7 0 D 360
57 4 1 A 360
58 6 0 B 360
59 4 2 C 360
60 9 0 D 360
61 3 1 A 360
62 5 3 B 360
63 3 1 C 360
64 5 1 D 360
65 7 2 A 360
66 8 0 B 360
67 3 0 C 360
68 9 2 D 360
69 6 2 A 360
70 6 1 B 360
71 3 1 C 360
72 7 1 D 360
73 8 2 A 360
74 2 0 B 360
75 2 0 C 360
76 10 0 D 360
77 6 6 A 360
78 7 1 B 360
79 2 0 C 360
80 5 1 D 360
81 7 0 A 360
82 5 0 B 360
83 6 1 C 360
84 2 0 D 360
85 6 0 A 360
86 10 4 B 360
87 6 1 C 360
88 6 0 D 360
89 4 4 A 360
90 9 3 B 360
91 5 2 C 360
92 10 0 D 360
93 7 7 A 360
94 6 2 B 360
95 5 1 C 360
96 8 0 D 360
97 5 3 A 360
98 6 4 B 360
99 2 0 C 360
100 5 2 D 360
1 6 6 A 361
2 4 3 B 361
3 10 0 C 361
4 4 0 D 361
5 5 1 A 361
6 4 2 B 361
7 2 0 C 361
8 4 1 D 361
9 7 1 A 361
10 5 2 B 361
11 3 0 C 361
12 3 2 D 361
13 5 5 A 361
14 5 3 B 361
15 5 1 C 361
16 7 0 D 361
17 5 5 A 361
18 5 0 B 361
19 2 0 C 361
20 3 0 D 361
21 7 1 A 361
22 6 5 B 361
23 4 1 C 361
24 4 0 D 361
25 9 5 A 361
26 8 2 B 361
27 5 0 C 361
28 2 0 D 361
29 4 1 A 361
30 5 0 B 361
31 7 0 C 361
32 6 0 D 361
33 6 2 A 361
34 7 3 B 361
35 2 2 C 361
36 2 0 D 361
37 3 3 A 361
38 7 0 B 361
39 3 0 C 361
40 4 0 D 361
41 9 9 A 361
42 6 0 B 361
43 5 0 C 361
44 6 0 D 361
45 4 0 A 361
46 7 3 B 361
47 7 0 C 361
48 6 0 D 361
49 2 0 A 361
50 10 0 B 361
51 6 1 C 361
52 2 0 D 361
53 5 5 A 361
54 4 1 B 361
55 3 0 C 361
56 6 0 D 361
57 2 0 A 361
58 7 2 B 361
59 8 1 C 361
60 7 0 D 361
61 7 1 A 361
62 4 3 B 361
63 7 3 C 361
64 9 0 D 361
65 5 1 A 361
66 7 4 B 361
67 7 1 C 361
68 6 0 D 361
69 3 1 A 361
70 3 0 B 361
71 8 1 C 361
72 5 0 D 361
73 3 3 A 361
74 6 1 B 361
75 6 0 C 361
76 10 3 D 361
77 7 4 A 361
78 4 1 B 361
79 8 0 C 361
80 9 1 D 361
81 3 1 A 361
82 4 0 B 361
83 8 3 C 361
84 7 0 D 361
85 9 0 A 361
86 10 1 B 361
87 4 1 C 361
88 4 0 D 361
89 9 0 A 361
90 5 2 B 361
91 10 0 C 361
92 7 0 D 361
93 6 3 A 361
94 3 0 B 361
95 6 3 C 361
96 6 1 D 361
97 4 4 A 361
98 8 3 B 361
99 10 0 C 361
100 6 1 D 361
1 3 1 A 362
2 1 0 B 362
3 7 1 C 362
4 4 0 D 362
5 7 7 A 362
6 6 2 B 362
7 6 1 C 362
8 7 0 D 362
9 5 3 A 362
10 4 1 B 362
11 5 4 C 362
12 10 1 D 362
13 4 0 A 362
14 4 2 B 362
15 6 0 C 362
16 6 1 D 362
17 9 4 A 362
18 9 5 B 362
19 7 2 C 362
20 2 0 D 362
21 7 7 A 362
22 4 1 B 362
23 4 1 C 362
24 8 0 D 362
25 2 0 A 362
26 5 2 B 362
27 10 1 C 362
28 4 0 D 362
29 8 1 A 362
30 2 2 B 362
31 3 1 C 362
32 2 0 D 362
33 8 6 A 362
34 3 1 B 362
35 4 1 C 362
36 4 1 D 362
37 10 3 A 362
38 6 2 B 362
39 4 0 C 362
40 3 0 D 362
41 4 3 A 362
42 7 1 B 362
43 7 1 C 362
44 4 0 D 362
45 3 3 A 362
46 7 2 B 362
47 7 0 C 362
48 10 0 D 362
49 4 4 A 362
50 7 4 B 362
51 6 2 C 362
52 6 1 D 362
53 6 6 A 362
54 3 2 B 362
55 3 0 C 362
56 4 0 D 362
57 7 0 A 362
58 6 5 B 362
59 5 0 C 362
60 4 0 D 362
61 2 2 A 362
62 10 2 B 362
63 8 3 C 362
64 10 1 D 362
65 9 8 A 362
66 3 1 B 362
67 6 1 C 362
68 8 0 D 362
69 2 2 A 362
70 7 1 B 362
71 5 1 C 362
72 4 2 D 362
73 4 3 A 362
74 9 8 B 362
75 6 0 C 362
76 4 1 D 362
77 3 3 A 362
78 9 0 B 362
79 4 2 C 362
80 5 0 D 362
81 3 1 A 362
82 8 1 B 362
83 9 1 C 362
84 5 0 D 362
85 5 1 A 362
86 7 0 B 362
87 8 2 C 362
88 3 0 D 362
89 6 1 A 362
90 6 0 B 362
91 5 0 C 362
92 5 1 D 362
93 7 0 A 362
94 3 2 B 362
95 3 1 C 362
96 8 0 D 362
97 6 5 A 362
98 5 2 B 362
99 6 0 C 362
100 8 2 D 362
1 7 2 A 363
2 6 4 B 363
3 6 1 C 363
4 4 0 D 363
5 3 0 A 363
6 3 2 B 363
7 7 1 C 363
8 5 0 D 363
9 5 1 A 363
10 4 0 B 363
11 8 0 C 363
12 9 1 D 363
13 5 5 A 363
14 6 4 B 363
15 7 0 C 363
16 7 0 D 363
17 6 3 A 363
18 7 6 B 363
19 6 3 C 363
20 7 0 D 363
21 3 1 A 363
22 3 1 B 363
23 3 1 C 363
24 6 1 D 363
25 3 0 A 363
26 5 3 B 363
27 8 0 C 363
28 7 0 D 363
29 5 2 A 363
30 2 0 B 363
31 8 0 C 363
32 6 0 D 363
33 2 1 A 363
34 3 0 B 363
35 6 1 C 363
36 6 2 D 363
37 3 2 A 363
38 4 0 B 363
39 6 0 C 363
40 8 1 D 363
41 3 0 A 363
42 4 0 B 363
43 6 0 C 363
44 7 1 D 363
45 6 0 A 363
46 6 2 B 363
47 3 0 C 363
48 5 0 D 363
49 6 6 A 363
50 4 2 B 363
51 5 1 C 363
52 7 1 D 363
53 3 0 A 363
54 7 4 B 363
55 10 3 C 363
56 5 0 D 363
57 4 1 A 363
58 9 3 B 363
59 6 1 C 363
60 6 1 D 363
61 3 3 A 363
62 5 5 B 363
63 10 2 C 363
64 4 2 D 363
65 5 5 A 363
66 5 5 B 363
67 5 1 C 363
68 6 1 D 363
69 3 2 A 363
70 6 0 B 363
71 7 0 C 363
72 4 1 D 363
73 6 0 A 363
74 9 2 B 363
75 6 1 C 363
76 10 1 D 363
77 10 0 A 363
78 8 2 B 363
79 10 0 C 363
80 6 0 D 363
81 5 1 A 363
82 9 5 B 363
83 5 1 C 363
84 8 0 D 363
85 4 1 A 363
86 6 0 B 363
87 5 0 C 363
88 2 1 D 363
89 5 1 A 363
90 3 0 B 363
91 6 0 C 363
92 8 0 D 363
93 6 6 A 363
94 5 0 B 363
95 10 4 C 363
96 6 0 D 363
97 7 7 A 363
98 3 1 B 363
99 7 3 C 363
100 5 1 D 363
1 6 6 A 364
2 9 2 B 364
3 2 0 C 364
4 8 0 D 364
5 4 2 A 364
6 4 0 B 364
7 2 0 C 364
8 5 0 D 364
9 4 4 A 364
10 6 6 B 364
11 9 0 C 364
12 4 0 D 364
13 7 7 A 364
14 6 5 B 364
15 5 3 C 364
16 3 0 D 364
17 6 4 A 364
18 7 5 B 364
19 7 1 C 364
20 7 1 D 364
21 7 5 A 364
22 8 2 B 364
23 6 1 C 364
24 5 0 D 364
25 8 4 A 364
26 7 1 B 364
27 10 0 C 364
28 2 0 D 364
29 6 6 A 364
30 9 4 B 364
31 2 0 C 364
32 6 0 D 364
33 6 6 A 364
34 7 2 B 364
35 2 0 C 364
36 7 0 D 364
37 7 0 A 364
38 4 1 B 364
39 3 1 C 364
40 5 2 D 364
41 5 5 A 364
42 5 2 B 364
43 6 0 C 364
44 7 0 D 364
45 5 0 A 364
46 4 0 B 364
47 8 2 C 364
48 7 3 D 364
49 6 6 A 364
50 10 3 B 364
51 5 0 C 364
52 4 0 D 364
53 7 4 A 364
54 7 3 B 364
55 3 2 C 364
56 6 0 D 364
57 6 6 A 364
58 6 2 B 364
59 2 0 C 364
60 6 0 D 364
61 9 2 A 364
62 6 4 B 364
63 3 0 C 364
64 7 0 D 364
65 4 2 A 364
66 5 0 B 364
67 4 0 C 364
68 9 2 D 364
69 9 3 A 364
70 8 6 B 364
71 9 2 C 364
72 7 0 D 364
73 6 1 A 364
74 7 3 B 364
75 5 0 C 364
76 6 0 D 364
77 7 0 A 364
78 6 1 B 364
79 2 0 C 364
80 6 0 D 364
81 10 8 A 364
82 8 4 B 364
83 7 1 C 364
84 10 0 D 364
85 8 5 A 364
86 5 1 B 364
87 4 0 C 364
88 5 0 D 364
89 2 1 A 364
90 7 1 B 364
91 5 3 C 364
92 2 0 D 364
93 5 5 A 364
94 6 0 B 364
95 5 0 C 364
96 6 1 D 364
97 3 1 A 364
98 6 3 B 364
99 5 0 C 364
100 6 0 D 364
1 6 2 A 365
2 5 2 B 365
3 5 3 C 365
4 3 0 D 365
5 9 1 A 365
6 8 3 B 365
7 7 0 C 365
8 10 0 D 365
9 10 8 A 365
10 5 3 B 365
11 5 0 C 365
12 5 1 D 365
13 7 0 A 365
14 4 1 B 365
15 4 0 C 365
16 7 0 D 365
17 2 2 A 365
18 6 3 B 365
19 3 0 C 365
20 9 3 D 365
21 7 6 A 365
22 5 1 B 365
23 7 1 C 365
24 3 1 D 365
25 6 1 A 365
26 8 3 B 365
27 5 2 C 365
28 10 0 D 365
29 6 1 A 365
30 8 1 B 365
31 9 0 C 365
32 8 2 D 365
33 4 4 A 365
34 5 0 B 365
35 10 1 C 365
36 5 0 D 365
37 5 1 A 365
38 7 5 B 365
39 6 2 C 365
40 5 0 D 365
41 2 2 A 365
42 5 2 B 365
43 10 3 C 365
44 6 0 D 365
45 3 0 A 365
46 7 2 B 365
47 6 4 C 365
48 6 0 D 365
49 7 7 A 365
50 3 2 B 365
51 6 0 C 365
52 3 0 D 365
53 6 4 A 365
54 2 0 B 365
55 6 0 C 365
56 5 0 D 365
57 5 1 A 365
58 8 6 B 365
59 6 5 C 365
60 6 1 D 365
61 8 2 A 365
62 6 2 B 365
63 4 1 C 365
64 8 0 D 365
65 3 3 A 365
66 4 0 B 365
67 7 1 C 365
68 4 1 D 365
69 6 4 A 365
70 5 2 B 365
71 10 1 C 365
72 4 0 D 365
73 7 1 A 365
74 4 1 B 365
75 3 0 C 365
76 3 0 D 365
77 6 5 A 365
78 8 0 B 365
79 9 3 C 365
80 6 0 D 365
81 3 0 A 365
82 7 0 B 365
83 5 0 C 365
84 4 1 D 365
85 2 2 A 365
86 6 1 B 365
87 9 2 C 365
88 6 0 D 365
89 3 3 A 365
90 5 0 B 365
91 4 0 C 365
92 6 1 D 365
93 6 4 A 365
94 5 3 B 365
95 8 2 C 365
96 7 0 D 365
97 6 0 A 365
98 8 0 B 365
99 8 2 C 365
100 5 1 D 365
1 8 8 A 366
2 8 5 B 366
3 2 0 C 366
4 5 0 D 366
5 7 0 A 366
6 7 2 B 366
7 5 1 C 366
8 7 0 D 366
9 10 10 A 366
10 5 1 B 366
11 5 0 C 366
12 6 0 D 366
13 10 3 A 366
14 2 0 B 366
15 4 0 C 366
16 7 0 D 366
17 6 3 A 366
18 3 0 B 366
19 4 1 C 366
20 6 2 D 366
21 6 5 A 366
22 6 4 B 366
23 2 0 C 366
24 8 2 D 366
25 3 1 A 366
26 8 2 B 366
27 6 2 C 366
28 4 0 D 366
29 7 1 A 366
30 9 5 B 366
31 5 0 C 366
32 4 0 D 366
33 5 5 A 366
34 4 2 B 366
35 6 1 C 366
36 10 1 D 366
37 5 2 A 366
38 5 1 B 366
39 4 0 C 366
40 2 0 D 366
41 8 2 A 366
42 10 0 B 366
43 8 3 C 366
44 10 1 D 366
45 6 2 A 366
46 7 4 B 366
47 2 0 C 366
48 10 0 D 366
49 7 7 A 366
50 7 0 B 366
51 9 2 C 366
52 6 1 D 366
53 7 2 A 366
54 8 5 B 366
55 3 0 C 366
56 7 1 D 366
57 5 0 A 366
58 4 0 B 366
59 4 1 C 366
60 6 0 D 366
61 5 5 A 366
62 4 1 B 366
63 6 0 C 366
64 5 0 D 366
65 2 2 A 366
66 2 0 B 366
67 9 0 C 366
68 5 1 D 366
69 2 2 A 366
70 8 3 B 366
71 4 3 C 366
72 4 0 D 366
73 5 0 A 366
74 4 1 B 366
75 7 3 C 366
76 7 0 D 366
77 8 2 A 366
78 5 3 B 366
79 7 5 C 366
80 3 0 D 366
81 6 3 A 366
82 2 0 B 366
83 4 0 C 366
84 5 1 D 366
85 1 0 A 366
86 6 1 B 366
87 10 1 C 366
88 7 0 D 366
89 4 1 A 366
90 6 0 B 366
91 5 0 C 366
92 10 1 D 366
93 6 5 A 366
94 4 3 B 366
95 5 1 C 366
96 3 0 D 366
97 6 3 A 366
98 3 1 B 366
99 9 2 C 366
100 4 0 D 366
1 4 4 A 367
2 6 1 B 367
3 6 1 C 367
4 4 1 D 367
5 7 2 A 367
6 7 0 B 367
7 7 2 C 367
8 6 1 D 367
9 8 1 A 367
10 7 0 B 367
11 4 0 C 367
12 10 0 D 367
13 3 1 A 367
14 4 0 B 367
15 8 1 C 367
16 6 1 D 367
17 4 2 A 367
18 3 0 B 367
19 10 5 C 367
20 5 0 D 367
21 5 4 A 367
22 7 3 B 367
23 4 1 C 367
24 10 0 D 367
25 2 2 A 367
26 10 0 B 367
27 3 0 C 367
28 2 0 D 367
29 9 3 A 367
30 6 1 B 367
31 4 1 C 367
32 6 1 D 367
33 5 0 A 367
34 9 3 B 367
35 2 0 C 367
36 2 0 D 367
37 8 1 A 367
38 7 5 B 367
39 5 0 C 367
40 7 0 D 367
41 8 1 A 367
42 5 0 B 367
43 2 0 C 367
44 5 0 D 367
45 5 5 A 367
46 8 5 B 367
47 5 0 C 367
48 5 0 D 367
49 5 5 A 367
50 7 4 B 367
51 6 0 C 367
52 5 0 D 367
53 5 5 A 367
54 3 0 B 367
55 2 0 C 367
56 5 0 D 367
57 6 5 A 367
58 6 0 B 367
59 9 0 C 367
60 5 0 D 367
61 2 0 A 367
62 10 0 B 367
63 7 1 C 367
64 6 0 D 367
65 4 4 A 367
66 9 3 B 367
67 8 0 C 367
68 7 0 D 367
69 4 4 A 367
70 4 0 B 367
71 10 2 C 367
72 7 2 D 367
73 3 1 A 367
74 5 0 B 367
75 7 0 C 367
76 5 2 D 367
77 2 0 A 367
78 6 1 B 367
79 2 0 C 367
80 7 0 D 367
81 2 2 A 367
82 9 6 B 367
83 6 2 C 367
84 6 0 D 367
85 5 5 A 367
86 4 1 B 367
87 7 1 C 367
88 5 0 D 367
89 6 2 A 367
90 8 1 B 367
91 2 1 C 367
92 8 0 D 367
93 5 2 A 367
94 9 3 B 367
95 5 2 C 367
96 4 0 D 367
97 5 5 A 367
98 9 3 B 367
99 7 0 C 367
100 8 0 D 367
1 6 1 A 368
2 7 5 B 368
3 5 1 C 368
4 4 0 D 368
5 4 4 A 368
6 6 0 B 368
7 10 1 C 368
8 5 0 D 368
9 7 0 A 368
10 6 0 B 368
11 5 0 C 368
12 9 0 D 368
13 4 3 A 368
14 3 0 B 368
15 7 2 C 368
16 4 0 D 368
17 6 6 A 368
18 5 1 B 368
19 4 0 C 368
20 10 2 D 368
21 8 7 A 368
22 3 1 B 368
23 3 0 C 368
24 8 2 D 368
25 8 0 A 368
26 9 4 B 368
27 8 2 C 368
28 7 0 D 368
29 9 2 A 368
30 4 2 B 368
31 7 3 C 368
32 4 0 D 368
33 2 1 A 368
34 8 4 B 368
35 3 0 C 368
36 2 0 D 368
37 6 6 A 368
38 2 2 B 368
39 7 4 C 368
40 8 1 D 368
41 4 0 A 368
42 8 4 B 368
43 9 2 C 368
44 5 0 D 368
45 5 1 A 368
46 4 0 B 368
47 6 2 C 368
48 4 0 D 368
49 4 1 A 368
50 8 0 B 368
51 5 1 C 368
52 6 0 D 368
53 8 3 A 368
54 5 2 B 368
55 9 2 C 368
56 5 0 D 368
57 5 1 A 368
58 4 1 B 368
59 8 1 C 368
60 6 0 D 368
61 8 5 A 368
62 6 2 B 368
63 7 1 C 368
64 8 1 D 368
65 6 1 A 368
66 9 1 B 368
67 5 2 C 368
68 4 0 D 368
69 4 0 A 368
70 8 0 B 368
71 6 0 C 368
72 6 0 D 368
73 6 1 A 368
74 7 2 B 368
75 5 2 C 368
76 3 0 D 368
77 7 1 A 368
78 6 3 B 368
79 4 0 C 368
80 2 0 D 368
81 4 4 A 368
82 8 7 B 368
83 2 0 C 368
84 2 0 D 368
85 4 3 A 368
86 6 4 B 368
87 4 1 C 368
88 6 1 D 368
89 2 1 A 368
90 3 2 B 368
91 4 1 C 368
92 7 1 D 368
93 7 3 A 368
94 2 1 B 368
95 4 0 C 368
96 4 0 D 368
97 5 0 A 368
98 10 1 B 368
99 5 1 C 368
100 6 0 D 368
1 6 6 A 369
2 5 0 B 369
3 3 1 C 369
4 5 0 D 369
5 7 0 A 369
6 7 2 B 369
7 2 0 C 369
8 4 0 D 369
9 4 0 A 369
10 7 0 B 369
11 6 5 C 369
12 5 1 D 369
13 9 4 A 369
14 6 4 B 369
15 4 3 C 369
16 3 0 D 369
